City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
383,balykshi,47.0667,51.8667,2.0,93,100,93,KZ,1707864892
384,warrnambool,-38.3833,142.4833,15.53,48,86,48,AU,1707864892
385,tchintabaraden,15.8969,5.7985,22.62,14,64,14,NE,1707864892
386,el salto,20.3333,-104.5,21.2,35,93,35,MX,1707864892
387,ibiruba,-28.6275,-53.0897,18.22,96,100,96,BR,1707864892
388,grajau,-5.8194,-46.1386,23.5,94,89,94,BR,1707864892
389,malvik,63.4333,10.6833,-3.23,66,98,66,NO,1707864893
390,amga,60.8953,131.9608,-26.97,97,100,97,RU,1707864893
391,bemidji,47.4736,-94.8803,-0.25,74,40,74,US,1707864599
392,la ronge,55.1001,-105.2842,-8.86,73,100,73,CA,1707864893
393,lompoc,34.6391,-120.4579,19.32,67,0,67,US,1707864834
394,as saff,29.5647,31.2811,14.09,64,60,64,EG,1707864893
395,st. john's,47.5649,-52.7093,-0.18,84,75,84,CA,1707864723
396,ghansor,22.65,79.95,18.43,49,97,49,IN,1707864894
397,niafunke,15.9322,-3.9906,27.31,8,99,8,ML,1707864894
398,nadym,65.5333,72.5167,-36.64,95,17,95,RU,1707864894
399,bamboo flat,11.7,92.7167,26.05,83,40,83,IN,1707864894
400,maragogi,-9.0122,-35.2225,26.92,79,100,79,BR,1707864894
401,el abiodh sidi cheikh,32.893,0.5484,15.4,47,47,47,DZ,1707864894
402,mhlume,-26.0333,31.85,20.91,93,5,93,SZ,1707864895
403,minas de marcona,-15.2119,-75.1103,21.16,77,34,77,PE,1707864895
404,palangkaraya,-2.2,113.8333,23.72,98,92,98,ID,1707864895
405,ust'-kut,56.7938,105.7672,-18.65,96,100,96,RU,1707864895
406,juye,35.3947,116.0883,9.6,87,1,87,CN,1707864895
407,broome,42.2506,-75.833,2.06,82,44,82,US,1707864896
408,westport,41.1415,-73.3579,2.99,80,100,80,US,1707864896
409,nurabad,34.0734,47.9725,5.94,56,89,56,IR,1707864774
410,genhe,50.7833,121.5167,-28.64,100,74,100,CN,1707864896
411,muravlenko,63.7898,74.523,-33.29,99,39,99,RU,1707864896
412,holualoa,19.6228,-155.9522,24.91,74,0,74,US,1707864896
413,gulf breeze,30.3571,-87.1639,16.8,47,0,47,US,1707864896
414,yelan'-koleno,51.1523,41.2306,1.25,99,100,99,RU,1707864897
415,sao miguel,-5.4667,-35.3667,26.43,75,89,75,BR,1707864897
416,poronaysk,49.2167,143.1167,-10.29,95,100,95,RU,1707864897
417,agara,42.0376,43.8238,7.5,54,100,54,GE,1707864897
418,endasak,-4.4167,35.5167,16.84,93,99,93,TZ,1707864897
419,ulladulla,-35.35,150.4667,21.05,83,88,83,AU,1707864897
420,sola,-13.8833,167.55,28.05,75,26,75,VU,1707864898
421,arteche,12.2645,125.4048,25.05,84,32,84,PH,1707864898
422,yarmouth,41.7057,-70.2286,0.19,95,100,95,US,1707864898
423,antsiranana,-12.2787,49.2917,25.46,88,37,88,MG,1707864633
424,pont rouge,48.8833,-72.0825,-7.84,86,98,86,CA,1707864898
425,winnemucca,40.973,-117.7357,9.03,43,100,43,US,1707864899
426,swedru,5.5371,-0.6998,26.81,90,0,90,GH,1707864899
427,patterson,37.4716,-121.1297,17.8,65,52,65,US,1707864717
428,warman,52.3168,-106.5679,-4.05,79,100,79,CA,1707864899
429,taoudenni,22.6783,-3.9836,26.23,15,20,15,ML,1707864899
430,callao,-12.0667,-77.15,27.16,65,0,65,PE,1707864701
431,huntington,38.4193,-82.4452,9.96,43,75,43,US,1707864900
432,mirny,62.5353,113.9611,-36.87,96,70,96,RU,1707864900
433,la rinconada,37.4873,-5.9826,17.46,89,100,89,ES,1707864900
434,agustin codazzi,10.0341,-73.2361,36.99,38,41,38,CO,1707864900
435,chyorny yar,48.0624,46.1091,1.53,99,100,99,RU,1707864900
436,luderitz,-26.6481,15.1594,18.61,72,29,72,NA,1707864900
437,conception bay south,47.4999,-52.9981,-0.31,85,95,85,CA,1707864901
438,ust-nera,64.5667,143.2,-39.87,96,88,96,RU,1707864901
439,waingapu,-9.6567,120.2641,26.66,82,81,82,ID,1707864901
440,fale old settlement,-9.3852,-171.2468,28.83,78,97,78,TK,1707864901
441,gazojak,41.1875,61.4036,10.2,44,72,44,TM,1707864901
442,cestos city,5.46,-9.5828,27.92,84,9,84,LR,1707864902
443,youssoufia,32.2463,-8.5294,22.1,37,100,37,MA,1707864902
444,sekong,-6.3996,106.0252,23.96,94,85,94,ID,1707864902
445,dois vizinhos,-25.7336,-53.0572,21.53,97,100,97,BR,1707864902
446,den burg,53.0542,4.7972,7.76,94,75,94,NL,1707864903
447,razole,16.4833,81.8333,18.33,93,22,93,IN,1707864903
448,semenivka,52.1783,32.5818,3.31,99,100,99,UA,1707864903
449,pijijiapan,15.7011,-93.23,32.88,43,0,43,MX,1707864903
450,tome acu,-2.4189,-48.1522,22.82,97,100,97,BR,1707864797
451,gimbi,9.1667,35.8333,19.33,34,100,34,ET,1707864904
452,ciudad melchor muzquiz,27.8833,-101.5167,19.66,24,31,24,MX,1707864904
453,noumea,-22.2763,166.4572,29.99,99,71,99,NC,1707864904
454,dubrowna,54.5733,30.6906,-0.67,97,100,97,BY,1707864904
455,lerwick,60.1545,-1.1494,7.0,70,88,70,GB,1707864905
456,shalqar,47.8333,59.6,-1.65,89,96,89,KZ,1707864905
457,aral,40.5156,81.2636,-1.12,54,0,54,CN,1707864905
458,lorengau,-2.0226,147.2712,28.33,80,93,80,PG,1707864905
459,kayangel,8.0823,134.7173,27.08,75,12,75,PW,1707864906
460,namtsy,62.7161,129.6658,-27.53,97,100,97,RU,1707864906
461,nemuro,43.3236,145.575,1.98,84,0,84,JP,1707864906
462,vila velha,-20.3297,-40.2925,27.19,87,0,87,BR,1707864906
463,hasaki,35.7333,140.8333,3.22,51,0,51,JP,1707864906
464,mumford,5.2618,-0.759,27.33,91,1,91,GH,1707864906
465,montevideo,-34.8335,-56.1674,19.01,55,40,55,UY,1707864907
466,rikaze,29.25,88.8833,-2.49,47,56,47,CN,1707864907
467,yermakovskoye,53.2831,92.4003,-12.49,92,100,92,RU,1707864907
468,olonets,60.9847,32.9698,-16.74,91,6,91,RU,1707864907
469,kapa'a,22.0752,-159.319,26.99,74,20,74,US,1707864813
470,koyulhisar,40.3025,37.8311,6.57,90,100,90,TR,1707864908
471,uray,60.1247,64.7758,-22.85,97,100,97,RU,1707864908
472,regina,50.4501,-104.6178,-4.01,74,75,74,CA,1707864351
473,cidreira,-30.1811,-50.2056,21.55,80,100,80,BR,1707864908
474,ad dilam,23.9915,47.1627,14.23,54,0,54,SA,1707864909
475,potosi,-19.5836,-65.7531,7.62,90,100,90,BO,1707864909
476,kendari,-3.945,122.4989,26.07,86,100,86,ID,1707864909
477,whangarei,-35.7317,174.3239,23.81,48,13,48,NZ,1707864909
478,aoulef,26.9667,1.0833,22.73,29,0,29,DZ,1707864910
479,tommot,58.9564,126.2925,-26.47,98,100,98,RU,1707864910
480,hirara,24.8,125.2833,21.15,78,75,78,JP,1707864910
481,camargo,27.6667,-105.1667,21.4,7,3,7,MX,1707864910
482,tari,12.4086,4.4914,25.77,8,40,8,NG,1707864911
483,sabinanigo,42.5192,-0.3661,5.62,83,6,83,ES,1707864911
484,huainan,32.6264,116.9969,10.82,78,0,78,CN,1707864911
485,touros,-5.1989,-35.4608,27.24,75,91,75,BR,1707864911
486,pacocha,-17.5833,-71.3333,23.18,78,76,78,PE,1707864911
487,miri,4.4148,114.0089,24.08,94,20,94,MY,1707864912
488,conde,-7.2597,-34.9075,27.7,83,40,83,BR,1707864912
489,chapada dos guimaraes,-15.4606,-55.7497,28.81,64,70,64,BR,1707864631
490,jaisalmer,26.9147,70.9181,16.36,15,46,15,IN,1707864912
491,anthiyur,11.5833,77.6,21.58,86,22,86,IN,1707864913
492,alakurtti,66.9672,30.3491,-29.14,100,100,100,RU,1707864913
493,necochea,-38.5473,-58.7368,14.81,61,0,61,AR,1707864913
494,asau,46.4333,26.4,3.51,98,100,98,RO,1707864913
495,ascension,30.2169,-90.9001,17.12,45,0,45,US,1707864914
496,belgrade,44.804,20.4651,7.81,79,75,79,RS,1707864887
497,manavalakurichi,8.1333,77.3,24.92,81,28,81,IN,1707864914
498,kovancilar,38.7214,39.8681,7.81,84,100,84,TR,1707864914
499,al burayqah,30.4062,19.5739,15.66,73,49,73,LY,1707864915
500,arraial do cabo,-22.9661,-42.0278,26.27,85,97,85,BR,1707864727
501,alesund,62.4723,6.1549,5.51,60,20,60,NO,1707864915
502,fairfield glade,36.0004,-84.8863,7.63,49,0,49,US,1707864785
503,yeniseysk,58.4497,92.1703,-18.23,98,100,98,RU,1707864915
504,ust-tsilma,65.441,52.1498,-35.22,100,22,100,RU,1707864915
505,tumaco,1.7986,-78.8156,27.03,87,86,87,CO,1707864916
506,olyokminsk,60.3736,120.4264,-25.38,97,100,97,RU,1707864916
507,papao,-17.75,-149.55,28.82,88,100,88,PF,1707864916
508,kharovsk,59.9642,40.1912,-25.67,99,14,99,RU,1707864916
509,poxoreo,-15.8372,-54.3892,26.38,69,59,69,BR,1707864916
510,eureka,40.8021,-124.1637,15.97,78,74,78,US,1707864900
511,taroa,8.7058,171.2275,27.27,73,87,73,MH,1707864917
512,guiuan,11.0333,125.7247,26.98,73,7,73,PH,1707864917
513,kill devil hills,36.0307,-75.676,9.01,63,0,63,US,1707864917
514,egilsstadir,65.2653,-14.3948,-2.05,80,40,80,IS,1707864917
515,beihai,21.4833,109.1,18.23,89,27,89,CN,1707864917
516,al fulah,11.7329,28.3579,24.36,11,87,11,SD,1707864918
517,pahrump,36.2083,-115.9839,15.47,33,49,33,US,1707864918
518,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,74,EC,1707864746
519,airuk,7.2772,168.8203,27.25,79,83,79,MH,1707864918
520,san jose del guaviare,2.5729,-72.6459,28.18,60,78,60,CO,1707864918
521,novopetrovskoye,55.9928,36.4719,-14.07,91,100,91,RU,1707864919
522,myeik,12.4333,98.6,22.16,67,7,67,MM,1707864919
523,deniliquin,-35.5333,144.9667,18.61,38,0,38,AU,1707864919
524,moree,-29.4667,149.85,27.15,56,55,56,AU,1707864919
525,dwarka,22.2394,68.9678,21.58,38,22,38,IN,1707864919
526,homer,59.6425,-151.5483,7.93,57,100,57,US,1707864721
527,shamil'kala,42.6858,46.8639,8.35,33,100,33,RU,1707864920
528,naze,28.3667,129.4833,18.51,71,95,71,JP,1707864920
529,oodweyne,9.4092,45.064,21.57,54,1,54,SO,1707864920
530,at taj,24.2049,23.2857,16.77,39,22,39,LY,1707864920
531,kamen'-na-obi,53.7884,81.3423,-8.52,73,100,73,RU,1707864921
532,kidal,18.4411,1.4078,25.94,9,100,9,ML,1707864921
533,sao cristovao,-11.0147,-37.2064,28.95,79,40,79,BR,1707864921
534,zhigalovo,54.8097,105.1578,-23.74,100,99,100,RU,1707864921
535,mahalapye,-23.1041,26.8142,24.27,35,0,35,BW,1707864921
536,kuching,1.55,110.3333,27.79,96,20,96,MY,1707864922
537,juan griego,11.0817,-63.9655,25.99,80,82,80,VE,1707864922
538,toguchin,55.2353,84.3858,-10.5,82,100,82,RU,1707864922
539,fethiye,36.6217,29.1164,8.93,74,100,74,TR,1707864922
540,chabahar,25.2919,60.643,21.08,78,15,78,IR,1707864665
541,wotho,10.1657,166.0102,26.33,62,95,62,MH,1707864923
542,maumere,-8.6199,122.2111,27.21,83,99,83,ID,1707864923
543,sudden valley,48.7229,-122.3466,10.83,49,0,49,US,1707864923
544,acarau,-2.8856,-40.12,26.65,82,100,82,BR,1707864923
545,cornelio procopio,-23.1811,-50.6467,24.43,69,69,69,BR,1707864903
